id;titulo;preco;endereco;detalhes;descricao;link;tamanho;quartos;vagas;suites;plantas;data_extracao
724;"SQNW 109 Bloco F, NOROESTE, BRASILIA";2306065.00;N/A;"159 m²
2 Quartos
1 Suíte
3 Vagas";"ACABAMENTO DE ALTO PADRÃO";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-f-1097204;159;2;3;1;;"2025-04-11 09:20:33"
725;"SQSW 500 Bloco I, SUDOESTE, BRASILIA";2999900.00;N/A;"172 m²
4 Quartos
4 Suítes
3 Vagas";"PARQUE ITAMARATY, 172,48M², 4 SUÍTES";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-500-bloco-i-1078459;172;4;3;4;;"2025-04-11 09:20:33"
726;"SGCV Lote 23, PARK SUL, BRASILIA";2850000.00;N/A;"202 m²
4 Quartos
4 Suítes
4 Vagas";", SIGNATURE O SIGNATURE SERÁ UM CONDOMÍNIO DE ALTÍSSIMO PADRÃO COM UMA ÓTIMA LOCALIZAÇÃO, PRIVILEGIADA PRÓXIMO A";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-lote-23-559137;202;4;4;4;;"2025-04-11 09:20:33"
727;"SQSW 500, SUDOESTE, BRASILIA";2312000.00;N/A;"126 m²
3 Quartos
3 Suítes
2 Vagas";"PARQUE CIDADE, LOCALIZADO NA QUADRA 500 DO SUDOESTE EM BRASÍLIA, OFERECE APARTAMENTOS DE ALTO PADRÃO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-500-1117553;126;3;2;3;;"2025-04-11 09:20:33"
728;"SQN 114, ASA NORTE, BRASILIA";2250000.00;N/A;"129 m²
3 Quartos
3 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-114-1137902;129;3;2;3;;"2025-04-11 09:20:33"
729;"SMAS, PARK SUL, BRASILIA";2200000.00;N/A;"119 m²
3 Quartos
3 Suítes
2 Vagas";"IMOVEL REFORMADO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-park-sul-brasilia-df-smas-1080846;119;3;2;3;;"2025-04-11 09:20:33"
730;"SQN 208 Bloco K, ASA NORTE, BRASILIA";2050000.00;N/A;"128 m²
4 Quartos
2 Suítes
2 Vagas";"RESIDENCIAL CARLOS CHAGAS (SQN 208 BLOCO K, ASA NORTE - BRASÍLIA/DF)";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-208-bloco-k-794341;128;4;2;2;;"2025-04-11 09:20:33"
731;"SGCV, PARK SUL, BRASILIA";2150000.00;N/A;"145 m²
3 Quartos
1 Suíte
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-park-sul-brasilia-df-sgcv-452878;145;3;2;1;;"2025-04-11 09:20:33"
732;"SQNW 107 Bloco D, NOROESTE, BRASILIA";2710000.00;N/A;"171 m²
3 Quartos
3 Suítes
4 Vagas";"IMÓVEL DE CANTO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-107-bloco-d-1106322;171;3;4;3;;"2025-04-11 09:20:33"
733;"SQSW 500 Bloco P, SUDOESTE, BRASILIA";2880000.00;N/A;"170 m²
4 Quartos
4 Suítes
3 Vagas";"VISTA LIVRE PERMAMENTE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-500-bloco-p-1138106;170;4;3;4;;"2025-04-11 09:20:33"
734;"SGCV Lote 21, PARK SUL, BRASILIA";2699999.00;N/A;"171 m²
4 Quartos
4 Suítes
3 Vagas";"LUXUOSO APARTAMENTO NO RESIDENCIAL ELEGANCE - SEMIMOBILIADO";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-lote-21-1105494;171;4;3;4;;"2025-04-11 09:20:33"
735;"SQSW 500, SUDOESTE, BRASILIA";2520000.00;N/A;"144 m²
4 Quartos
4 Suítes
3 Vagas";"APARTAMENTO COM 4 DORMITÓRIOS À VENDA AGIO";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-500-1046681;144;4;3;4;;"2025-04-11 09:20:33"
736;"SQN 211, ASA NORTE, BRASILIA";2750000.00;N/A;"210 m²
2 Quartos
2 Suítes";;https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-211-1053648;210;2;;2;;"2025-04-11 09:20:33"
737;"SQS 315 Bloco H, ASA SUL, BRASILIA";2700000.00;N/A;"230 m²
4 Quartos
3 Suítes
2 Vagas";"315 SUL - 230M2 - 4 QTS - 3 SUÍTES - 2 VAGAS SOLTAS - 2 DCES";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-315-bloco-h-1123332;230;4;2;3;;"2025-04-11 09:20:33"
738;"SQNW 104 Bloco D, NOROESTE, BRASILIA";2690000.00;N/A;"162 m²
4 Quartos
4 Suítes
3 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-104-bloco-d-1141397;162;4;3;4;;"2025-04-11 09:20:33"
739;"SQNW 111 Bloco A, NOROESTE, BRASILIA";2100000.00;N/A;"129 m²
3 Quartos
1 Suíte
2 Vagas";"HEEEY! APARTAMENTO ALTO PADRÃO- REFORMADO - NOROESTE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-111-bloco-a-961031;129;3;2;1;;"2025-04-11 09:20:33"
740;"SQSW 305 Bloco E, SUDOESTE, BRASILIA";2680000.00;N/A;"195 m²
3 Quartos
2 Suítes
2 Vagas";"SQSW 305 195M2 REFORMA NOVA E DE MUITO BOM GOSTO 2 VAGAS SOLTAS";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-305-bloco-e-1073116;195;3;2;2;;"2025-04-11 09:20:33"
741;"SQNW 104 Bloco E, NOROESTE, BRASILIA";2690000.00;N/A;"162 m²
4 Quartos
4 Suítes
3 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-104-bloco-e-1127931;162;4;3;4;;"2025-04-11 09:20:33"
742;"SQNW 309 Bloco G, NOROESTE, BRASILIA";2450000.00;N/A;"141 m²
3 Quartos
2 Suítes
2 Vagas";"HEEEY! COBERTURA COM HIDROMASSAGEM- LAZER COMPLETO- 2 VAGAS";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-309-bloco-g-963949;141;3;2;2;;"2025-04-11 09:20:33"
743;"SQN 309 Bloco M, ASA NORTE, BRASILIA";2215000.00;N/A;"181 m²
4 Quartos
2 Suítes
2 Vagas";"VISTA LIVRE, CANTO, MEIO DE QUADRA, QUADRA NOBRE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-309-bloco-m-1087118;181;4;2;2;;"2025-04-11 09:20:33"
744;"SQSW 300, SUDOESTE, BRASILIA";2580000.00;N/A;"183 m²
4 Quartos
4 Suítes
2 Vagas";"SQSW 300, APARTAMENTO DE ALTO PADRÃO À VENDA, 4 SUÍTES, COBERTURA COLETIVA, 2 VAGAS, SUDOESTE, BRASÍ";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-975848;183;4;2;4;;"2025-04-11 09:20:33"
745;"SQN 213, ASA NORTE, BRASILIA";2190000.00;N/A;"143 m²
3 Quartos
3 Suítes
1 Vaga";"SQN 213 - LINDO APARTAMENTO DE CANTO COM 03 SUÍTES - REFORMA DE BOM GOSTO E ALTO PADRÃO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-213-1138549;143;3;1;3;;"2025-04-11 09:20:33"
746;"SQS 207, ASA SUL, BRASILIA";2200000.00;N/A;"175 m²
3 Quartos
1 Suíte
1 Vaga";"SQS 207";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-207-1129388;175;3;1;1;;"2025-04-11 09:20:33"
747;"SQS 311, ASA SUL, BRASILIA";2890000.00;N/A;"208 m²
4 Quartos
2 Suítes
3 Vagas";"3 VAGAS SOLTAS NA GARAGEM VAZADO";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-311-353655;208;4;3;2;;"2025-04-11 09:20:33"
748;"SQS 309 Bloco K, ASA SUL, BRASILIA";2500000.00;N/A;"192 m²
4 Quartos
4 Suítes
2 Vagas";"04 QUARTOS VAZADO LINDA VISTA PRONTO P/ MORAR!! 98150-8787";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-309-bloco-k-928894;192;4;2;4;;"2025-04-11 09:20:33"
749;"SQNW 109 Bloco E, NOROESTE, BRASILIA";2250000.00;N/A;"148 m²
4 Quartos
3 Suítes
2 Vagas";"APARTAMENTO VAZADO SUPER REFORMADO LINDA VISTA!!";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-e-613401;148;4;2;3;;"2025-04-11 09:20:33"
750;"SGCV Lote 19, PARK SUL, BRASILIA";2600000.00;N/A;"157 m²
4 Quartos
4 Suítes
3 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-lote-19-891978;157;4;3;4;;"2025-04-11 09:20:33"
751;"SGCV Lote 20, PARK SUL, BRASILIA";2014000.00;N/A;"129 m²
4 Quartos
4 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-lote-20-1055833;129;4;2;4;;"2025-04-11 09:20:33"
752;"SQN 215 Bloco D, ASA NORTE, BRASILIA";2765069.00;N/A;"162 m²
4 Quartos
3 Suítes
3 Vagas";"POSSO ENVIAR PROPOSTA COM DESCONTO";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-215-bloco-d-677464;162;4;3;3;;"2025-04-11 09:20:33"
753;"SQNW 103 Bloco J, NOROESTE, BRASILIA";2890000.00;N/A;"175 m²
4 Quartos
4 Suítes
3 Vagas";"NOROESTE, SQNW 103, RESIDENCIAL ELEVE, IMÓVEL NOVO, 4 SUÍTES, PRONTO P/ MORAR!";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-j-819449;175;4;3;4;;"2025-04-11 09:20:33"
754;"SQSW 500 Bloco T, SUDOESTE, BRASILIA";2670764.00;N/A;"144 m²
4 Quartos
4 Suítes
3 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-500-bloco-t-516490;144;4;3;4;;"2025-04-11 09:20:33"
755;"SQS 207 Bloco F, ASA SUL, BRASILIA";2200000.00;N/A;"175 m²
3 Quartos
1 Suíte
1 Vaga";"BLOCO F";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-207-bloco-f-951898;175;3;1;1;;"2025-04-11 09:20:33"
756;"SQS 312, ASA SUL, BRASILIA";2250000.00;N/A;"175 m²
3 Quartos
1 Suíte
1 Vaga";"OPORTUNIDADE / EXCLUSIVIDADE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-312-1129535;175;3;1;1;;"2025-04-11 09:20:33"
757;"SQNW 109 Bloco H, NOROESTE, BRASILIA";2700000.00;N/A;"220 m²
3 Quartos
1 Suíte
3 Vagas";"COBERTURA DUPLEX BATE SOL NA PISCINA!";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-h-1140569;220;3;3;1;;"2025-04-11 09:20:33"
758;"SQSW 306 Bloco F, SUDOESTE, BRASILIA";2130000.00;N/A;"145 m²
3 Quartos
2 Suítes
2 Vagas";"AMSTERDAM EXCELENTE APARTAMENTO NA QUADRA 306 DO SETOR SUDOESTE.";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-306-bloco-f-1122297;145;3;2;2;;"2025-04-11 09:20:33"
759;"SQS 312 Bloco J, ASA SUL, BRASILIA";2100000.00;N/A;"201 m²
3 Quartos
1 Suíte
2 Vagas";"APARTAMENTO DIFERENCIADO PELO ESPAÇO E LOCALIZAÇÃO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-312-bloco-j-323270;201;3;2;1;;"2025-04-11 09:20:33"
760;"SGCV Lote 27, PARK SUL, BRASILIA";2400000.00;N/A;"147 m²
3 Quartos
2 Suítes
2 Vagas";"COBERTURA 03 QUARTOS PRIME RESIDENCE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-park-sul-brasilia-df-sgcv-lote-27-1100472;147;3;2;2;;"2025-04-11 09:20:33"
761;"SQNW 102 Bloco K, NOROESTE, BRASILIA";2250000.00;N/A;"125 m²
3 Quartos
3 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-102-bloco-k-1136449;125;3;2;3;;"2025-04-11 09:20:33"
762;"SQN 215 Bloco E, ASA NORTE, BRASILIA";2000000.00;N/A;"129 m²
3 Quartos
1 Suíte
2 Vagas";"VISTA LIVRE , 2 VAGAS SOLTAS";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-215-bloco-e-1137339;129;3;2;1;;"2025-04-11 09:20:33"
763;"SQSW 300 Bloco M, SUDOESTE, BRASILIA";2300000.00;N/A;"147 m²
4 Quartos
2 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-bloco-m-1055842;147;4;2;2;;"2025-04-11 09:20:33"
764;"SQNW 109, NOROESTE, BRASILIA";2720000.00;N/A;"220 m²
2 Quartos
2 Suítes
4 Vagas";"NOROESTE, SQNW 109, APARTAMENTO DUPLEX ALTO PADRÃO, 2 SUÍTES + 4 VAGAS E LAZER";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-109-669982;220;2;4;2;;"2025-04-11 09:20:33"
765;"SQN 309 Bloco M, ASA NORTE, BRASILIA";2200000.00;N/A;"181 m²
4 Quartos
2 Suítes
2 Vagas";"SQN 309, APTO DE 181M², 4 QTOS, 2 SUÍTES, VARANDA, COZINHA COM ARMÁRIOS R$: 2.200.000";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-309-bloco-m-1091144;181;4;2;2;;"2025-04-11 09:20:33"
766;"SQNW 110 Bloco K, NOROESTE, BRASILIA";2780000.00;N/A;"186 m²
4 Quartos
4 Suítes
3 Vagas";"SELECTION 36 MARAVILHOSO 4 SUÍTES TOTALMENTE PLANEJADO!!!";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-k-899213;186;4;3;4;;"2025-04-11 09:20:33"
767;"SGCV Lote 20, PARK SUL, BRASILIA";2700000.00;N/A;"129 m²
4 Quartos
4 Suítes
2 Vagas";"APARTAMENTO DECORADO E MOBILIADO DIRETO COM A CONSTRUTORA. APARTAMENTO DECORADO E MOBILIADO EM ALTO PADRÃO - CONFORTO E SEGURANÇA PARA TODA FAMÍLIA.";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-lote-20-1133484;129;4;2;4;;"2025-04-11 09:20:33"
768;"SQN 208, ASA NORTE, BRASILIA";2020000.00;N/A;"128 m²
4 Quartos
2 Suítes
2 Vagas";"SQN 208 - PREDIO NOVO DE LUXO - TRATAR: DÉCIO - 61-98111-159";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-208-980264;128;4;2;2;;"2025-04-11 09:20:33"
769;"SQNW 109 Bloco F, NOROESTE, BRASILIA";2039000.00;N/A;"170 m²
2 Quartos
1 Suíte
2 Vagas";", JARDINS NOROESTE";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-f-801880;170;2;2;1;;"2025-04-11 09:20:33"
770;"SQNW 111 Bloco G, NOROESTE, BRASILIA";2211673.00;N/A;"155 m²
4 Quartos
4 Suítes
3 Vagas";"SINGULAR - QUADRA FORMADA";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-111-bloco-g-476983;155;4;3;4;;"2025-04-11 09:20:33"
771;"SQNW 110, NOROESTE, BRASILIA";2495000.00;N/A;"153 m²
4 Quartos
4 Suítes
2 Vagas";"SQNW - NOROESTE - 4 SUÍTES - NASCENTE - VAZADO - CONST VILLELA E CARVALHO";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-1065538;153;4;2;4;;"2025-04-11 09:20:33"
772;"SQNW 303 Bloco H, NOROESTE, BRASILIA";2306065.00;N/A;"159 m²
2 Quartos
1 Suíte
3 Vagas";ACABAMENTO;https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-303-bloco-h-1097024;159;2;3;1;;"2025-04-11 09:20:33"
773;"SQNW 103, NOROESTE, BRASILIA";2220000.00;N/A;"125 m²
3 Quartos
1 Suíte
2 Vagas";"NASCENTE, VISTA LIVRE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-103-1052248;125;3;2;1;;"2025-04-11 09:20:33"
774;"SQNW 111 Bloco A, NOROESTE, BRASILIA";2450000.00;N/A;"163 m²
4 Quartos
3 Suítes
2 Vagas";"VIA CÔTE D'AZUR – APARTAMENTO DE ALTO PADRÃO COM 3 SUÍTES NO NOROESTE";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-111-bloco-a-1137191;163;4;2;3;;"2025-04-11 09:20:33"
775;"SQNW 307 Bloco J, NOROESTE, BRASILIA";2252000.00;N/A;"150 m²
2 Quartos
1 Suíte
2 Vagas";"VISTA PARORÂMICA PRÉDIO NOVO, LAZER COMPLETO, LOCALIZAÇÃO NOBRE!";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-307-bloco-j-311429;150;2;2;1;;"2025-04-11 09:20:33"
776;"SQN 215, ASA NORTE, BRASILIA";2600000.00;N/A;"232 m²
3 Quartos
2 Suítes
1 Vaga";"COBERTURA EXCELENTE COBERTURA NA QUADRA 215 DA ASA NORTE.";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-215-1125816;232;3;1;2;;"2025-04-11 09:20:33"
777;"SGCV Lote 19, PARK SUL, BRASILIA";2550000.00;N/A;"154 m²
4 Quartos
4 Suítes
3 Vagas";RIVIERA;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-lote-19-1053633;154;4;3;4;;"2025-04-11 09:20:33"
778;"SQNW 311, NOROESTE, BRASILIA";2397040.00;N/A;"201 m²
2 Quartos
1 Suíte
2 Vagas";"COBERTURA PRONTA PARA MORAR, COBERTURA COM SPA E SAUNA EXCELENTE CUSTO-BENEFÍCIO! VENHA CONHECER O MELHOR VALOR DE MT² DO BAIRRO";https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-311-359535;201;2;2;1;;"2025-04-11 09:20:33"
779;"SHLN, ASA NORTE, BRASILIA";2098000.00;N/A;"128 m²
3 Quartos
2 Suítes
1 Vaga";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-shln-1107925;128;3;1;2;;"2025-04-11 09:20:33"
780;"SQNW 309, NOROESTE, BRASILIA";2740000.00;N/A;"171 m²
4 Quartos
2 Suítes
3 Vagas";"PRONTO PARA MORAR";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-309-1076303;171;4;3;2;;"2025-04-11 09:20:33"
781;"SQN 314, ASA NORTE, BRASILIA";2180000.00;N/A;"160 m²
4 Quartos
2 Suítes
2 Vagas";"SQN 314, APARTAMENTO VAZADO, NASCENTE, 4 QUARTOS À VENDA, ASA NORTE, BRASÍLIA, DF";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-314-1115673;160;4;2;2;;"2025-04-11 09:20:33"
782;"SQSW 103 Bloco I, SUDOESTE, BRASILIA";2050000.00;N/A;"173 m²
3 Quartos
2 Suítes
2 Vagas";"SQSW 103 - APARTAMENTO DE 3 QUARTOS - COM PRÉDIO TOTALMENTE REFORMADO E COM ÁREA DE LAZER EXCEPCIONA";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-103-bloco-i-1064636;173;3;2;2;;"2025-04-11 09:20:33"
783;"SQN 314, ASA NORTE, BRASILIA";2250000.00;N/A;"160 m²
4 Quartos
2 Suítes
2 Vagas";"SQN 314 - APARTAMENTO VAZADO COM 4 QUARTOS À VENDA, LAZER COMPLETO, ASA NORTE, BRASÍLIA, DF";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-314-913282;160;4;2;2;;"2025-04-11 09:20:33"
784;"SQN 210 Bloco J, ASA NORTE, BRASILIA";2150000.00;N/A;"151 m²
4 Quartos
1 Suíte
1 Vaga";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-210-bloco-j-1069018;151;4;1;1;;"2025-04-11 09:20:33"
785;"SGCV, PARK SUL, BRASILIA";2044000.00;N/A;"130 m²
4 Quartos
2 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-park-sul-brasilia-df-sgcv-910254;130;4;2;2;;"2025-04-11 09:20:33"
786;"SQSW 500 Bloco E, SUDOESTE, BRASILIA";2500000.00;N/A;"122 m²
3 Quartos
3 Suítes
2 Vagas";", PARQUE CIDADE APARTAMENTO DE ALTO PADRÃO COM 3 SUÍTES E VARANDA - PARQUE CIDADE | QUADRA 500 DO SUDOESTE";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-500-bloco-e-1130231;122;3;2;3;;"2025-04-11 09:20:33"
787;"SQSW 300, SUDOESTE, BRASILIA";2450000.00;N/A;"147 m²
4 Quartos
2 Suítes
2 Vagas";"EXCLUSIVO! LINDO APTO REFORMADO! AC. FINANCIAMENTO E PERMUTA";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-1017302;147;4;2;2;;"2025-04-11 09:20:33"
788;"SQNW 311 Bloco G, NOROESTE, BRASILIA";2850000.00;N/A;"154 m²
3 Quartos
3 Suítes
3 Vagas";"VISTA LIVRE E FINAMENTE REFORMADO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-311-bloco-g-1139854;154;3;3;3;;"2025-04-11 09:20:33"
789;"SQNW 106 Bloco D, NOROESTE, BRASILIA";2850000.00;N/A;"165 m²
3 Quartos
3 Suítes
3 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-106-bloco-d-1072732;165;3;3;3;;"2025-04-11 09:20:33"
790;"SQSW 500 Bloco M, SUDOESTE, BRASILIA";2697875.00;N/A;"144 m²
4 Quartos
4 Suítes
3 Vagas";"AGIO QUADRA 500 PARQUE PLANALTO 4 QUARTOS 3 VAGAS";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-500-bloco-m-1141931;144;4;3;4;;"2025-04-11 09:20:33"
791;"SQN 109 Bloco K, ASA NORTE, BRASILIA";2100000.00;N/A;"168 m²
4 Quartos
2 Suítes
2 Vagas";"APARTAMENTO EXCLUSIVO NA QD 109 DA ASA NORTE!!";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-109-bloco-k-944020;168;4;2;2;;"2025-04-11 09:20:33"
792;"SQS 314, ASA SUL, BRASILIA";2200000.00;N/A;"157 m²
3 Quartos
1 Suíte
1 Vaga";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-314-1139373;157;3;1;1;;"2025-04-11 09:20:33"
793;"SQS 203 Bloco D, ASA SUL, BRASILIA";2400000.00;N/A;"146 m²
3 Quartos
1 Suíte
1 Vaga";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-203-bloco-d-1125625;146;3;1;1;;"2025-04-11 09:20:33"
794;"SQSW 306 Bloco F, SUDOESTE, BRASILIA";2130000.00;N/A;"145 m²
4 Quartos
2 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-306-bloco-f-1079441;145;4;2;2;;"2025-04-11 09:20:33"
795;"SQNW 102 Bloco K, NOROESTE, BRASILIA";2250000.00;N/A;"125 m²
3 Quartos
3 Suítes
2 Vagas";"OLGA CARVALHO";https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-102-bloco-k-1123340;125;3;2;3;;"2025-04-11 09:20:33"
796;"SQN 116 Bloco B, ASA NORTE, BRASILIA";2300000.00;N/A;"173 m²
4 Quartos
3 Suítes
2 Vagas";"VENDIDO VENDA OU COMPRE CONOSCO!!! 4QTOS 3SUÍTES COB COLETIVA 2 VAGAS DE GARAGEM!";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-116-bloco-b-175143;173;4;2;3;;"2025-04-11 09:20:33"
797;"SGCV Lote 14, PARK SUL, BRASILIA";2549000.00;N/A;"138 m²
3 Quartos
3 Suítes
2 Vagas";;https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-park-sul-brasilia-df-sgcv-lote-14-1040025;138;3;2;3;;"2025-04-11 09:20:33"
798;"SQS 109, ASA SUL, BRASILIA";2200000.00;N/A;"149 m²
4 Quartos
1 Suíte
1 Vaga";"EXCELENTE APARTAMENTO BEM LOCALIZADO, REFORMADO, ALTO PADRÃO, PERTO DE TUDO.";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-109-889142;149;4;1;1;;"2025-04-11 09:20:33"
799;"SQSW 101, SUDOESTE, BRASILIA";2350000.00;N/A;"194 m²
4 Quartos
2 Suítes
2 Vagas";"SQSW 101 - REFORMADO - 4 QUARTOS - 2 ...";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-101-1112438;194;4;2;2;;"2025-04-11 09:20:33"
800;"SQN 309 Bloco M, ASA NORTE, BRASILIA";2230000.00;N/A;"181 m²
4 Quartos
2 Suítes
2 Vagas";"OPORTUNIDADE! 309 ASA NORTE - 4 QUARTOS E 181 M²";https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-309-bloco-m-1098602;181;4;2;2;;"2025-04-11 09:20:33"
